instance,n,m,ratio_1,ratio_2,density,min_degree,max_degree,avg_degree,med_degree,25Q_degree,75Q_degree,cv_degree,entropy_degree,min_clique,max_clique,med_clique,Q25_clique,Q75_clique,cv_clique,entropy_clique,clique_time,max_card_clique,min_cluster_coeff,max_cluster_coeff,med_cluster_coeff,Q25_cluster_coeff,Q75_cluster_coeff,cv_cluster_coeff,entropy_cluster_coeff,min_cluster_wcoeff,max_cluster_wcoeff,med_cluster_wcoeff,Q25_cluster_wcoeff,Q75_cluster_wcoeff,cv_cluster_wcoeff,entropy_cluster_wcoeff,cluster_coeff_time,DSATUR_n_colors,DSATUR_time,DSATUR_min_size,DSATUR_max_size,DSATUR_mean_size,DSATUR_med_size,DSATUR_Q25_size,DSATUR_Q75_size,DSATUR_vc_size,DSATUR_entropy_size,time
random_graph_4_100_0.5_0_4.col,100,2475,0.04,24.75,0.5,37,60,49,50,46,53,0.1,0.91,0.05,0.08,0.07,0.06,0.07,0.0,0.01,0,8,0,0,0.5,0.49,0.51,0.03,0.0,19,29,25.15,22.89,26.43,0.1,0.93,0,22,0,2,3,2,2,2,3,0.23,0.9,0.0
random_graph_3_1000_0.05_50_1.col,1000,47479,0.02,47.48,0.1,45,121,94,97,89,102,0.13,0.88,0.02,0.04,0.03,0.03,0.04,0.0,0.0,22,39,0,0,0.74,0.71,0.76,0.08,0.0,44,86,71.32,66.66,74.96,0.1,0.89,1,49,11,1,5,3,3,3,4,0.29,0.78,35.0
random_graph_4_500_0.1_25_1.col,500,11956,0.04,23.91,0.1,28,66,47,48,43,52,0.14,0.91,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.1,0.09,0.1,0.09,0.0,2,7,4.61,4.1,5.14,0.16,0.67,0,16,1,3,6,4,5,4,5,0.21,0.87,1.0
random_graph_1_250_0.1_25_1.col,250,2977,0.08,11.91,0.1,11,40,23,23,21,27,0.2,0.88,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,4,0,0,0.09,0.08,0.1,0.19,0.0,0,3,2.2,1.83,2.64,0.26,0.68,0,10,0,2,2,2,2,2,2,0.0,0.0,0.0
random_graph_1_500_0.9_100_2.col,500,111325,0.0,222.65,0.89,424,468,445,445,441,450,0.02,0.91,0.06,0.08,0.07,0.07,0.07,0.0,0.0,2,40,0,0,0.89,0.89,0.89,0.0,0.0,378,417,397.28,393.37,401.52,0.02,0.9,8,166,11,1,6,2,3,2,3,0.36,0.59,23.0
random_graph_4_500_0.5_100_4.col,500,60918,0.01,121.84,0.49,196,281,243,244,236,253,0.05,0.93,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0,11,0,0,0.49,0.49,0.49,0.01,0.0,96,137,119.14,114.95,122.74,0.05,0.89,2,68,6,2,6,3,4,3,4,0.3,0.8,10.0
random_graph_1_1000_0.9_100_4.col,1000,439240,0.0,439.24,0.88,784,925,878,887,873,896,0.03,0.9,0.03,0.04,0.04,0.04,0.04,0.0,0.0,12,44,0,0,0.88,0.88,0.88,0.0,0.0,695,813,779.76,767.54,788.11,0.03,0.89,71,255,98,1,5,2,2,2,3,0.27,0.43,185.0
random_graph_3_500_0.35_25_2.col,500,67964,0.01,135.93,0.54,155,343,271,280,223,324,0.2,0.96,0.05,0.05,0.05,0.05,0.05,0.0,0.0,1,25,0,0,0.79,0.72,0.89,0.11,0.0,148,251,220.98,198.21,236.38,0.11,0.95,3,48,7,1,6,3,3,3,5,0.49,0.94,12.0
random_graph_1_100_0.1_0_3.col,100,509,0.2,5.09,0.1,5,17,10,10,8,12,0.27,0.94,0.02,0.03,0.03,0.02,0.03,0.0,0.01,0,3,0,0,0.1,0.08,0.13,0.5,0.0,0,2,1.08,0.74,1.25,0.45,0.74,0,6,0,2,2,2,2,2,2,0.0,0.0,0.0
random_graph_4_1000_0.1_100_2.col,1000,49449,0.02,49.45,0.1,72,129,98,99,92,105,0.1,0.91,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.1,0.1,0.1,0.04,0.0,6,13,9.81,9.08,10.53,0.11,0.72,0,28,13,4,6,4,5,4,5,0.15,0.79,15.0
random_graph_3_100_0.05_0_3.col,100,477,0.21,4.77,0.1,3,15,9,9,7,12,0.32,0.91,0.03,0.12,0.07,0.06,0.09,0.0,0.01,0,12,0,1,0.76,0.67,0.84,0.16,0.37,2,11,6.93,5.4,8.62,0.33,0.93,0,12,0,1,6,3,4,2,5,0.52,0.91,0.0
random_graph_1_250_0.9_0_3.col,250,28095,0.01,112.38,0.9,210,240,224,225,222,228,0.02,0.89,0.1,0.15,0.12,0.12,0.13,0.0,0.0,0,38,0,0,0.9,0.9,0.9,0.0,0.0,189,216,203.04,200.25,205.78,0.02,0.88,0,99,1,1,3,2,2,2,2,0.14,0.28,2.0
random_graph_3_500_0.7_0_1.col,500,115099,0.0,230.2,0.92,346,499,460,485,425,499,0.1,0.69,0.69,0.74,0.72,0.72,0.72,0.0,0.0,100,369,0,1,0.93,0.92,0.98,0.03,0.09,346,460,452.98,414.05,460.24,0.07,0.7,8,369,11,1,2,1,1,1,2,0.48,0.94,120.0
random_graph_4_1000_0.9_100_3.col,1000,439098,0.0,439.1,0.88,783,925,878,886,872,896,0.03,0.91,0.03,0.04,0.04,0.04,0.04,0.0,0.0,14,45,0,0,0.88,0.88,0.88,0.0,0.0,693,813,778.77,766.16,787.11,0.03,0.9,70,244,97,1,9,2,3,2,3,0.5,0.51,185.0
random_graph_3_1000_0.05_0_4.col,1000,48587,0.02,48.59,0.1,55,123,97,100,90,107,0.14,0.91,0.04,0.07,0.06,0.05,0.06,0.0,0.0,54,67,0,1,0.75,0.73,0.77,0.08,0.06,50,86,75.09,68.68,80.5,0.11,0.92,1,68,11,4,6,5,6,5,6,0.16,0.93,67.0
random_graph_3_500_0.7_100_2.col,500,111500,0.0,223.0,0.89,321,499,446,464,401,493,0.12,0.89,0.19,0.2,0.19,0.19,0.19,0.0,0.0,9,98,0,0,0.92,0.89,0.97,0.04,0.0,317,445,427.37,388.43,440.62,0.08,0.87,7,180,11,1,6,2,2,1,3,0.49,0.72,30.0
random_graph_3_500_0.05_0_1.col,500,12652,0.04,25.3,0.1,16,66,50,52,43,58,0.2,0.91,0.02,0.08,0.06,0.05,0.07,0.0,0.0,5,42,0,1,0.76,0.72,0.79,0.08,0.09,16,51,39.58,33.15,44.44,0.2,0.92,0,42,1,2,7,4,5,4,5,0.33,0.89,7.0
random_graph_4_100_0.1_10_3.col,100,420,0.24,4.2,0.08,2,19,8,8,7,10,0.36,0.89,0.02,0.03,0.03,0.02,0.03,0.0,0.01,0,3,0,1,0.09,0.05,0.13,1.06,0.08,0,2,0.8,0.4,1.1,0.61,0.71,0,5,0,2,5,3,4,3,5,0.39,0.96,0.0
random_graph_1_100_0.5_0_2.col,100,2524,0.04,25.24,0.51,40,63,50,51,47,54,0.09,0.92,0.04,0.08,0.07,0.06,0.07,0.0,0.01,0,8,0,0,0.51,0.5,0.52,0.02,0.0,20,32,25.48,24.25,27.34,0.09,0.87,0,21,0,2,5,3,3,3,4,0.24,0.79,0.0
random_graph_3_1000_0.05_100_1.col,1000,47937,0.02,47.94,0.1,46,121,95,98,90,103,0.13,0.88,0.03,0.05,0.04,0.04,0.04,0.0,0.0,33,49,0,0,0.74,0.72,0.77,0.08,0.0,45,87,72.88,67.82,76.21,0.1,0.89,1,56,11,2,7,4,5,4,5,0.22,0.71,47.0
random_graph_3_100_0.7_0_3.col,100,4563,0.02,45.63,0.92,72,99,91,97,83,99,0.1,0.7,0.72,0.76,0.73,0.73,0.73,0.0,0.0,0,76,0,1,0.93,0.92,0.98,0.03,0.37,72,91,90.3,81.77,91.1,0.07,0.71,0,76,0,1,3,1,1,1,2,0.49,0.61,0.0
random_graph_1_250_0.9_50_1.col,250,27555,0.01,110.22,0.89,209,234,220,220,217,224,0.02,0.92,0.09,0.12,0.11,0.11,0.11,0.0,0.0,0,30,0,0,0.88,0.88,0.89,0.0,0.0,184,206,194.86,192.05,198.19,0.02,0.91,0,90,1,1,4,2,3,2,3,0.33,0.73,2.0
random_graph_4_100_0.1_20_4.col,100,457,0.22,4.57,0.09,2,17,9,9,7,11,0.31,0.89,0.02,0.03,0.03,0.02,0.03,0.0,0.01,0,3,0,1,0.09,0.04,0.13,1.14,0.08,0,2,0.83,0.4,1.26,0.66,0.7,0,6,0,2,5,4,4,4,4,0.25,0.92,0.0
random_graph_3_250_0.7_50_4.col,250,27367,0.01,109.47,0.88,150,248,218,223,201,243,0.11,0.89,0.17,0.19,0.18,0.18,0.18,0.0,0.0,0,47,0,0,0.89,0.88,0.93,0.03,0.0,145,217,202.66,186.3,213.72,0.09,0.9,0,81,1,1,4,1,2,1,2,0.68,0.73,2.0
random_graph_4_250_0.5_50_1.col,250,15260,0.02,61.04,0.49,95,145,122,122,117,127,0.06,0.92,0.02,0.04,0.03,0.03,0.03,0.0,0.0,0,10,0,0,0.49,0.49,0.49,0.01,0.0,46,71,60.01,57.52,62.42,0.06,0.9,0,39,0,2,4,2,3,2,3,0.32,0.88,1.0
random_graph_1_1000_0.5_100_2.col,1000,247607,0.0,247.61,0.5,446,554,495,496,484,506,0.03,0.93,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,12,0,0,0.5,0.49,0.5,0.0,0.0,220,273,245.76,239.77,250.66,0.03,0.9,27,123,63,2,5,3,3,3,4,0.27,0.85,94.0
random_graph_1_250_0.1_50_2.col,250,3043,0.08,12.17,0.1,11,36,24,24,20,28,0.2,0.91,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.1,0.08,0.11,0.21,0.0,0,4,2.38,1.92,2.85,0.27,0.65,0,10,0,2,4,3,3,3,3,0.18,0.73,0.0
random_graph_3_1000_0.35_100_3.col,1000,283849,0.0,283.85,0.57,300,714,567,591,467,685,0.21,0.95,0.09,0.1,0.09,0.09,0.09,0.0,0.0,94,95,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1869,167,74,1,8,3,3,2,4,0.4,0.74,2040.0
random_graph_1_500_0.1_25_3.col,500,11410,0.04,22.82,0.09,26,67,45,46,41,51,0.16,0.92,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.09,0.09,0.1,0.1,0.0,2,6,4.25,3.64,4.73,0.19,0.76,0,15,1,2,4,2,3,2,3,0.31,0.84,1.0
random_graph_4_250_0.1_25_3.col,250,2863,0.09,11.45,0.09,10,36,22,23,20,26,0.23,0.91,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,4,0,0,0.09,0.08,0.11,0.23,0.0,0,4,2.1,1.66,2.59,0.3,0.68,0,10,0,4,6,4,5,4,5,0.16,0.86,0.0
random_graph_1_500_0.1_0_1.col,500,12533,0.04,25.07,0.1,30,74,50,50,46,55,0.13,0.89,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.1,0.1,0.11,0.09,0.0,3,8,5.04,4.52,5.57,0.16,0.68,0,16,1,3,6,4,5,4,6,0.26,0.94,2.0
random_graph_3_500_0.05_0_3.col,500,12652,0.04,25.3,0.1,16,66,50,52,43,58,0.2,0.91,0.02,0.08,0.06,0.05,0.07,0.0,0.0,5,42,0,1,0.76,0.72,0.79,0.08,0.09,16,51,39.58,33.15,44.44,0.2,0.92,0,42,1,2,7,4,5,4,5,0.33,0.89,7.0
random_graph_4_100_0.1_10_1.col,100,447,0.22,4.47,0.09,4,17,8,9,7,11,0.36,0.91,0.02,0.04,0.02,0.02,0.03,0.0,0.01,0,4,0,0,0.08,0.04,0.11,0.62,0.0,0,1,0.67,0.33,1.11,0.65,0.9,0,6,0,1,6,4,4,4,5,0.39,0.96,0.0
random_graph_3_250_0.35_50_2.col,250,17981,0.01,71.92,0.58,78,182,143,143,118,172,0.2,0.95,0.14,0.18,0.17,0.17,0.18,0.0,0.0,1,46,0,0,0.81,0.74,0.92,0.11,0.0,76,133,119.35,109.61,126.65,0.1,0.92,0,69,0,1,5,2,3,2,3,0.46,0.82,2.0
random_graph_1_250_0.9_0_1.col,250,28095,0.01,112.38,0.9,210,240,224,225,222,228,0.02,0.89,0.1,0.15,0.12,0.12,0.13,0.0,0.0,0,38,0,0,0.9,0.9,0.9,0.0,0.0,189,216,203.04,200.25,205.78,0.02,0.88,0,99,1,1,3,2,2,2,2,0.14,0.28,2.0
random_graph_1_500_0.5_0_2.col,500,62511,0.01,125.02,0.5,210,279,250,250,243,257,0.04,0.92,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0,12,0,0,0.5,0.5,0.5,0.0,0.0,105,139,125.36,121.66,128.78,0.04,0.89,3,70,7,2,5,3,3,3,4,0.28,0.87,11.0
random_graph_3_1000_0.7_0_2.col,1000,449309,0.0,449.31,0.9,666,999,898,929,807,999,0.12,0.72,0.0,0.0,0.0,0.0,0.0,,0.0,600,0,0,1,0.93,0.9,0.98,0.04,0.05,666,898,863.91,786.71,898.42,0.08,0.73,72,702,93,1,2,1,1,1,2,0.49,0.98,768.0
random_graph_3_500_0.7_0_3.col,500,115099,0.0,230.2,0.92,346,499,460,485,425,499,0.1,0.69,0.69,0.74,0.72,0.72,0.72,0.0,0.0,101,369,0,1,0.93,0.92,0.98,0.03,0.09,346,460,452.98,414.05,460.24,0.07,0.7,7,369,11,1,2,1,1,1,2,0.48,0.94,120.0
random_graph_4_1000_0.9_100_1.col,1000,445047,0.0,445.05,0.89,850,920,890,890,883,897,0.01,0.9,0.04,0.05,0.04,0.04,0.04,0.0,0.0,16,46,0,0,0.89,0.89,0.89,0.0,0.0,757,819,793.04,787.21,799.36,0.01,0.9,71,302,99,1,3,2,2,2,2,0.19,0.43,189.0
random_graph_1_100_0.1_0_1.col,100,509,0.2,5.09,0.1,5,17,10,10,8,12,0.27,0.94,0.02,0.03,0.03,0.02,0.03,0.0,0.01,0,3,0,0,0.1,0.08,0.13,0.5,0.0,0,2,1.08,0.74,1.25,0.45,0.74,0,6,0,2,2,2,2,2,2,0.0,0.0,0.0
random_graph_4_100_0.9_10_2.col,100,4023,0.02,40.23,0.81,72,90,80,81,78,83,0.04,0.9,0.09,0.1,0.1,0.1,0.1,0.0,0.0,0,10,0,0,0.8,0.8,0.81,0.0,0.0,58,72,64.8,62.55,66.45,0.04,0.89,0,19,0,1,5,2,3,2,4,0.63,0.96,0.0
random_graph_3_100_0.05_0_1.col,100,477,0.21,4.77,0.1,3,15,9,9,7,12,0.32,0.91,0.03,0.12,0.07,0.06,0.09,0.0,0.01,0,12,0,1,0.76,0.67,0.84,0.16,0.37,2,11,6.93,5.4,8.62,0.33,0.93,0,12,0,1,6,3,4,2,5,0.52,0.91,0.0
random_graph_1_1000_0.5_0_4.col,1000,250184,0.0,250.18,0.5,449,555,500,501,489,511,0.03,0.92,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,13,0,0,0.5,0.5,0.5,0.0,0.0,225,277,250.92,245.12,255.76,0.03,0.88,28,127,64,2,6,3,3,2,4,0.31,0.79,96.0
random_graph_1_100_0.5_10_2.col,100,2294,0.04,22.94,0.46,35,56,45,46,43,49,0.11,0.93,0.04,0.07,0.06,0.05,0.06,0.0,0.01,0,7,0,0,0.46,0.45,0.47,0.03,0.0,16,25,20.96,19.56,22.69,0.1,0.93,0,17,0,2,4,2,2,2,3,0.35,0.87,0.0
random_graph_4_1000_0.1_50_4.col,1000,47842,0.02,47.84,0.1,67,130,95,96,89,103,0.11,0.91,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.1,0.09,0.1,0.05,0.0,6,12,9.14,8.53,9.96,0.12,0.78,0,27,13,3,6,4,4,4,5,0.17,0.74,15.0
random_graph_4_250_0.5_0_4.col,250,15562,0.02,62.25,0.5,104,154,124,124,119,130,0.07,0.91,0.02,0.04,0.03,0.03,0.03,0.0,0.0,0,10,0,0,0.5,0.5,0.5,0.01,0.0,52,76,62.18,59.48,65.4,0.07,0.88,0,40,0,2,5,3,3,3,4,0.26,0.82,1.0
random_graph_1_500_0.1_0_3.col,500,12533,0.04,25.07,0.1,30,74,50,50,46,55,0.13,0.89,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.1,0.1,0.11,0.09,0.0,3,8,5.04,4.52,5.57,0.16,0.68,0,16,1,3,6,4,5,4,6,0.26,0.94,1.0
random_graph_1_500_0.1_25_1.col,500,11966,0.04,23.93,0.1,30,69,47,48,44,52,0.13,0.88,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.09,0.09,0.1,0.09,0.0,2,6,4.52,4.09,5.02,0.15,0.7,0,16,1,4,7,5,6,5,6,0.17,0.9,1.0
random_graph_4_250_0.1_25_1.col,250,2991,0.08,11.96,0.1,12,36,23,24,21,27,0.19,0.89,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,4,0,0,0.1,0.08,0.11,0.2,0.0,0,4,2.28,1.81,2.74,0.29,0.67,0,10,0,2,3,2,3,3,3,0.2,0.72,0.0
random_graph_3_1000_0.35_100_1.col,1000,287701,0.0,287.7,0.58,335,716,575,601,472,689,0.21,0.94,0.09,0.1,0.1,0.1,0.1,0.0,0.0,89,99,0,0,0.81,0.76,0.91,0.1,0.0,331,530,487.43,430.41,520.98,0.12,0.92,40,191,65,1,8,3,3,2,4,0.46,0.81,196.0
random_graph_1_1000_0.1_50_4.col,1000,47564,0.02,47.56,0.1,56,126,95,95,88,102,0.11,0.91,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.1,0.09,0.1,0.05,0.0,5,12,9.05,8.35,9.78,0.12,0.72,0,26,13,3,7,5,5,4,6,0.23,0.93,15.0
random_graph_4_250_0.5_50_3.col,250,14885,0.02,59.54,0.48,86,142,119,120,112,127,0.09,0.94,0.02,0.04,0.03,0.03,0.03,0.0,0.0,0,10,0,0,0.48,0.47,0.48,0.02,0.0,42,68,57.14,53.31,60.78,0.08,0.91,0,37,0,2,5,2,2,2,3,0.39,0.7,1.0
random_graph_1_250_0.5_25_2.col,250,15051,0.02,60.2,0.48,97,145,120,120,116,125,0.06,0.91,0.02,0.04,0.03,0.03,0.03,0.0,0.0,0,9,0,0,0.48,0.48,0.49,0.01,0.0,46,70,58.21,55.9,60.48,0.06,0.87,0,37,0,3,7,4,4,3,5,0.23,0.79,1.0
random_graph_4_500_0.5_25_2.col,500,59781,0.01,119.56,0.48,208,272,239,239,231,247,0.05,0.92,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0,12,0,0,0.48,0.48,0.48,0.01,0.0,99,130,114.5,110.65,117.83,0.05,0.89,2,65,6,2,4,2,3,2,3,0.27,0.72,10.0
random_graph_3_100_0.7_0_1.col,100,4563,0.02,45.63,0.92,72,99,91,97,83,99,0.1,0.7,0.72,0.76,0.73,0.73,0.73,0.0,0.0,0,76,0,1,0.93,0.92,0.98,0.03,0.37,72,91,90.3,81.77,91.1,0.07,0.71,0,76,0,1,3,1,1,1,2,0.49,0.61,0.0
random_graph_1_250_0.9_50_3.col,250,26879,0.01,107.52,0.86,184,232,215,218,212,224,0.06,0.92,0.08,0.12,0.1,0.1,0.1,0.0,0.0,0,30,0,0,0.86,0.86,0.86,0.01,0.0,161,200,188.34,182.69,193.21,0.05,0.91,0,73,1,1,6,2,2,2,3,0.35,0.54,2.0
random_graph_1_500_0.9_25_2.col,500,107779,0.0,215.56,0.86,412,457,431,431,426,436,0.02,0.9,0.04,0.05,0.05,0.05,0.05,0.0,0.0,1,25,0,0,0.86,0.86,0.86,0.0,0.0,355,393,371.7,367.27,375.93,0.02,0.9,7,68,11,1,4,2,2,2,3,0.31,0.66,20.0
random_graph_4_250_0.9_25_2.col,250,26927,0.01,107.71,0.87,201,228,215,215,212,219,0.02,0.92,0.08,0.1,0.09,0.08,0.09,0.0,0.0,0,24,0,0,0.86,0.86,0.86,0.0,0.0,174,197,185.74,183.14,189.15,0.02,0.91,0,72,1,2,4,2,2,2,2,0.24,0.54,2.0
random_graph_3_1000_0.05_100_3.col,1000,47273,0.02,47.27,0.09,47,121,94,97,89,102,0.13,0.89,0.03,0.04,0.04,0.03,0.04,0.0,0.0,27,45,0,0,0.73,0.71,0.76,0.08,0.0,46,86,70.6,65.58,74.55,0.11,0.91,1,50,11,2,8,5,6,5,7,0.29,0.81,40.0
random_graph_3_100_0.05_20_3.col,100,442,0.23,4.42,0.09,3,16,8,8,7,11,0.34,0.91,0.03,0.1,0.06,0.05,0.07,0.0,0.01,0,10,0,1,0.72,0.67,0.82,0.17,0.08,2,11,5.67,4.5,7.89,0.37,0.9,0,11,0,1,4,3,4,2,4,0.36,0.81,0.0
random_graph_1_100_0.9_0_3.col,100,4496,0.02,44.96,0.91,81,95,89,90,88,92,0.03,0.93,0.22,0.28,0.25,0.24,0.25,0.0,0.01,0,28,0,0,0.91,0.91,0.91,0.0,0.0,73,86,81.83,79.95,83.48,0.03,0.9,0,46,0,1,3,2,2,2,2,0.26,0.71,0.0
random_graph_1_100_0.1_10_3.col,100,441,0.23,4.41,0.09,3,19,8,9,7,10,0.33,0.89,0.02,0.04,0.02,0.02,0.03,0.0,0.01,0,4,0,0,0.08,0.05,0.11,0.64,0.0,0,2,0.75,0.33,1.0,0.61,0.63,0,5,0,2,4,3,4,3,4,0.27,0.86,0.0
random_graph_3_250_0.35_25_1.col,250,17618,0.01,70.47,0.57,77,181,140,142,117,168,0.2,0.95,0.09,0.1,0.1,0.1,0.1,0.0,0.0,0,25,0,0,0.79,0.72,0.9,0.11,0.0,74,129,114.5,104.76,121.0,0.1,0.92,0,46,0,1,4,2,3,2,4,0.45,0.9,1.0
random_graph_3_250_0.05_0_1.col,250,2998,0.08,11.99,0.1,11,32,23,24,21,27,0.18,0.92,0.04,0.08,0.06,0.05,0.06,0.0,0.0,0,20,0,1,0.74,0.71,0.78,0.09,0.16,11,23,17.96,15.9,20.24,0.17,0.95,0,20,0,2,4,3,3,3,4,0.24,0.92,0.0
random_graph_3_100_0.35_10_3.col,100,2433,0.04,24.33,0.49,26,68,48,49,38,60,0.25,0.95,0.07,0.1,0.09,0.09,0.1,0.0,0.01,0,10,0,0,0.7,0.64,0.78,0.12,0.0,22,44,33.97,29.35,37.96,0.17,0.95,0,17,0,1,3,2,3,2,3,0.39,0.87,0.0
random_graph_3_1000_0.35_0_2.col,1000,282676,0.0,282.68,0.57,334,701,565,585,465,677,0.2,0.93,0.0,0.0,0.0,0.0,0.0,,0.0,2445,0,0,1,0.83,0.76,0.93,0.11,0.04,334,533,484.11,432.46,509.75,0.11,0.95,50,382,64,1,3,2,3,2,3,0.31,0.72,2562.0
random_graph_1_250_0.1_0_3.col,250,3103,0.08,12.41,0.1,13,37,24,25,22,28,0.18,0.89,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,4,0,0,0.1,0.09,0.11,0.17,0.0,0,3,2.44,2.0,2.88,0.24,0.71,0,11,0,3,6,4,5,4,5,0.2,0.84,0.0
random_graph_3_1000_0.35_50_4.col,1000,278264,0.0,278.26,0.56,278,712,556,581,453,676,0.22,0.96,0.05,0.05,0.05,0.05,0.05,0.0,0.0,17,50,0,0,0.78,0.74,0.88,0.1,0.0,270,513,453.23,396.82,492.86,0.13,0.95,36,98,61,1,9,3,3,3,4,0.47,0.82,117.0
random_graph_4_500_0.1_100_1.col,500,12350,0.04,24.7,0.1,30,68,49,49,45,54,0.14,0.92,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.1,0.09,0.11,0.09,0.0,2,7,4.94,4.36,5.46,0.16,0.69,0,16,1,2,6,3,3,3,3,0.39,0.81,2.0
random_graph_4_500_0.5_0_4.col,500,62375,0.01,124.75,0.5,215,287,249,249,242,258,0.05,0.94,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0,11,0,0,0.5,0.5,0.5,0.0,0.0,107,143,124.67,121.0,128.69,0.05,0.91,3,71,7,2,6,3,4,3,4,0.29,0.77,10.0
random_graph_3_500_0.35_100_2.col,500,70262,0.01,140.52,0.56,163,350,281,289,231,335,0.2,0.95,0.16,0.18,0.17,0.17,0.17,0.0,0.0,14,88,0,0,0.82,0.75,0.93,0.11,0.0,161,264,237.34,211.97,251.89,0.11,0.95,3,144,7,1,6,2,3,2,3,0.53,0.8,26.0
random_graph_4_500_0.1_25_3.col,500,11417,0.04,22.83,0.09,25,69,45,45,41,51,0.17,0.92,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.09,0.08,0.1,0.11,0.0,2,6,4.11,3.65,4.76,0.19,0.77,0,15,1,5,7,5,6,5,6,0.14,0.92,1.0
random_graph_1_250_0.1_25_3.col,250,2862,0.09,11.45,0.09,12,38,22,22,20,26,0.22,0.91,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,4,0,0,0.09,0.08,0.1,0.22,0.0,0,3,2.1,1.66,2.55,0.28,0.7,0,10,0,2,3,2,2,2,3,0.24,0.97,0.0
random_graph_3_100_0.7_20_2.col,100,4306,0.02,43.06,0.87,65,98,86,91,78,93,0.11,0.89,0.18,0.2,0.2,0.2,0.2,0.0,0.01,0,20,0,0,0.88,0.87,0.93,0.04,0.0,61,84,79.21,73.26,80.84,0.08,0.9,0,36,0,1,3,1,2,1,2,0.68,0.92,0.0
random_graph_3_1000_0.05_50_3.col,1000,46304,0.02,46.3,0.09,45,119,92,95,86,101,0.14,0.9,0.02,0.03,0.03,0.03,0.03,0.0,0.0,17,33,0,0,0.72,0.7,0.74,0.08,0.0,43,84,67.89,62.32,72.24,0.11,0.91,1,43,11,1,8,5,6,4,6,0.43,0.87,30.0
random_graph_4_250_0.1_50_2.col,250,3052,0.08,12.21,0.1,13,37,24,24,22,27,0.19,0.91,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,4,0,0,0.1,0.09,0.11,0.19,0.0,0,4,2.45,1.91,2.84,0.27,0.64,0,10,0,2,5,3,4,2,4,0.4,0.95,0.0
random_graph_3_100_0.35_20_4.col,100,2646,0.04,26.46,0.53,29,70,52,56,42,64,0.23,0.96,0.12,0.17,0.17,0.16,0.17,0.0,0.01,0,17,0,0,0.77,0.71,0.85,0.11,0.0,27,50,41.78,35.85,46.22,0.16,0.96,0,29,0,1,5,2,2,2,3,0.5,0.83,0.0
random_graph_1_250_0.5_50_1.col,250,15362,0.02,61.45,0.49,103,144,122,123,117,128,0.06,0.94,0.02,0.04,0.03,0.03,0.03,0.0,0.0,0,10,0,0,0.49,0.49,0.5,0.01,0.0,51,71,60.63,57.93,63.53,0.06,0.9,0,39,0,2,4,2,3,3,3,0.24,0.63,1.0
random_graph_1_100_0.1_20_4.col,100,473,0.21,4.73,0.1,4,15,9,10,7,11,0.31,0.96,0.02,0.04,0.03,0.02,0.03,0.0,0.01,0,4,0,0,0.1,0.07,0.11,0.56,0.0,0,2,0.91,0.57,1.27,0.56,0.78,0,6,0,2,3,2,2,2,2,0.19,0.65,0.0
random_graph_1_500_0.9_0_1.col,500,112469,0.0,224.94,0.9,427,470,449,450,446,455,0.01,0.89,0.07,0.09,0.08,0.08,0.08,0.0,0.0,2,44,0,0,0.9,0.9,0.9,0.0,0.0,384,423,405.85,401.77,409.9,0.01,0.9,8,181,11,1,4,2,3,2,3,0.29,0.63,23.0
random_graph_1_500_0.1_100_1.col,500,12398,0.04,24.8,0.1,29,68,49,50,45,54,0.13,0.9,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.1,0.09,0.11,0.09,0.0,2,7,4.96,4.43,5.43,0.15,0.68,0,16,1,3,5,4,4,4,5,0.19,0.95,2.0
